waf_id,pillar_name,principle,best_practice,capabilities,details,query_table_name,threshold_percentage,metric_definition,recommendation_if_not_met,evaluation_type
R-02-03,05 - Reliability,Manage data quality,Actively manage schemas,Unity Catalog,"Uncontrolled schema changes can lead to invalid data and failing jobs that use these data sets. Databricks has several methods to validate and enforce the schema:

Delta Lake supports schema validation and schema enforcement by automatically handling schema variations to prevent the insertion of bad records during ingestion.

Auto Loader detects the addition of new columns as it processes your data. By default, the addition of a new column causes your streams to stop with an UnknownFieldException. Auto Loader supports several modes for schema evolution. 

AWS | Azure | GCP",waf_controls_r,80,Percentage of applicable resources that satisfy: Actively manage schemas.,Uncontrolled schema changes can lead to invalid data and failing jobs that use these data sets.,automatic
R-02-04,05 - Reliability,Manage data quality,Use constraints and data expectations,Delta Live Tables,"Delta tables support standard SQL constraint management clauses that ensure that the quality and integrity of data added to a table are automatically verified. When a constraint is violated, Delta Lake throws an InvariantViolationException error to signal that the new data can’t be added. See Constraints on Databricks.

To further improve this handling, Delta Live Tables supports Expectations: Expectations define data quality constraints on the contents of a data set. An expectation consists of a description, an invariant, and an action to take when a record fails the invariant. Expectations to queries use Python decorators or SQL constraint clauses. See Manage data quality with Delta Live Tables. 

AWS | Azure | GCP",waf_controls_r,30,Same as R-01-03: DLT/Lakeflow usage share (data pipeline reliability).,"Increase adoption of managed pipelines (Lakeflow Spark Declarative Pipelines / DLT) for built-in orchestration, quality, and recovery.
- Configure serverless pipelines: https://docs.databricks.com/aws/en/ldp/serverless
- Lakeflow SDP overview: https://docs.databricks.com/gcp/en/ldp/
- Migrate brittle jobs first (multi-step ETL with retries/backfills); standardize expectations and monitoring.",automatic
R-02-05,05 - Reliability,Manage data quality,Take a data-centric approach to machine learning,Databricks Platform,"One guiding principle that continues to lie at the heart of the AI vision for the Databricks Data Intelligence Platform is taking a data-centric approach to machine learning. With the increasing prevalence of generative AI, this perspective remains just as important. The core constituents of any ML project can be viewed simply as data pipelines 

Feature engineering, training, inference, and monitoring pipelines are data pipelines. They must be as robust as other production data engineering processes. Data quality is crucial in any ML application, so ML data pipelines should employ systematic approaches to monitoring and mitigating data quality issues. Avoid tools that make it challenging to join data from ML predictions, model monitoring, and so on, with the rest of your data. The simplest way to achieve this is to develop ML applications on the same platform used to manage production data. For example, instead of downloading training data to a laptop, where it is hard to govern and reproduce results, secure the data in cloud storage and make that storage available to your training process. 

eBook",waf_controls_r,80,Percentage of applicable resources that satisfy: Take a data-centric approach to machine learning.,One guiding principle that continues to lie at the heart of the AI vision for the Databricks Data Intelligence Platform is taking a data-centric approach to machine learning.,automatic
R-03-01,05 - Reliability,Design for autoscaling,Enable autoscaling for ETL workloads,Databricks Workflows,"Autoscaling allows clusters to resize automatically based on workloads. Autoscaling can benefit many use cases and scenarios from both a cost and performance perspective. The documentation provides considerations for determining whether to use Autoscaling and how to get the most benefit.

For streaming workloads, Databricks recommends using Delta Live Tables with autoscaling. See Use autoscaling to increase efficiency and reduce resource usage. 

AWS | Azure | GCP
AWS | Azure | GCP",waf_controls_r,80,% of clusters configured with autoscaling (min/max_autoscale_workers not null).,"Increase cluster autoscaling coverage to handle workload variability without manual intervention.
- Autoscaling configuration guidance: https://docs.databricks.com/aws/en/compute/configure
- Compute system tables reference (autoscale fields): https://docs.databricks.com/aws/en/admin/system-tables/compute
- Use compute policies to enforce min/max ranges and auto-termination.",automatic
R-03-02,05 - Reliability,Design for autoscaling,Use autoscaling for SQL Warehouses,Databricks SQL,"The scaling parameter of a SQL warehouse sets the minimum and the maximum number of clusters over which queries sent to the warehouse are distributed. The default is a minimum of one and a maximum of one cluster.

To handle more concurrent users for a given warehouse, increase the cluster count. To learn how Databricks adds clusters to and removes clusters from a warehouse, see SQL warehouse sizing, scaling, and queuing behavior. 

AWS | Azure | GCP
AWS | Azure | GCP

Databricks enhanced autoscaling optimizes cluster utilization by automatically allocating cluster resources based on workload volume, with minimal impact on the data processing latency of your pipelines. 

AWS | Azure | GCP
AWS | Azure | GCP",waf_controls_r,80,% of SQL warehouses configured with autoscaling (min/max clusters > 1 or autoscale enabled; as per query).,"Enable autoscaling (and right-sizing) for SQL warehouses to meet concurrency while controlling costs.
- Warehouse sizing/scaling behavior: https://docs.databricks.com/aws/en/compute/sql-warehouse/warehouse-behavior
- Warehouse types (consider serverless): https://docs.databricks.com/aws/en/compute/sql-warehouse/warehouse-types
- Set sensible min/max clusters; monitor queue times and tune per workload class.",automatic
R-04-01,05 - Reliability,Test recovery procedures,Recover from Structured Streaming query failures,Structured Streaming,"Structured Streaming provides fault-tolerance and data consistency for streaming queries. Using Databricks workflows, you can easily configure your Structured Streaming queries to restart on failure automatically. The restarted query continues where the failed one left off. 

AWS | Azure | GCP",waf_controls_r,80,Percentage of applicable resources that satisfy: Recover from Structured Streaming query failures.,Structured Streaming provides fault-tolerance and data consistency for streaming queries.,automatic
R-04-02,05 - Reliability,Test recovery procedures,Recover ETL jobs using data time travel capabilities,Delta Lake - Delta Time Travel,"Despite thorough testing, a job in production can fail or produce some unexpected, even invalid, data. Sometimes this can be fixed with an additional job after understanding the source of the issue and fixing the pipeline that led to the issue in the first place. However, often this is not straightforward, and the respective job should be rolled back. Using Delta Time travel allows users to easily roll back changes to an older version or timestamp, repair the pipeline, and restart the fixed pipeline. See What is Delta Lake time travel?.

A convenient way to do so is the RESTORE command. 

AWS | Azure | GCP
Blog",waf_controls_r,80,Percentage of applicable resources that satisfy: Recover ETL jobs using data time travel capabilities.,"Despite thorough testing, a job in production can fail or produce some unexpected, even invalid, data.",automatic
R-04-03,05 - Reliability,Test recovery procedures,Leverage a job automation framework with built-in recovery,Databricks Workflows,"Databricks Workflows are built for recovery. When a task in a multi-task job fails (and, as such, all dependent tasks), Databricks Workflows provide a matrix view of the runs, which lets you examine the issue that led to the failure. See View runs for a job. Whether it was a short network issue or a real issue in the data, you can fix it and start a repair run in Databricks Workflows. It runs only the failed and dependent tasks and keep the successful results from the earlier run, saving time and money. 

AWS | Azure | GCP",waf_controls_r,80,Percentage of applicable resources that satisfy: Leverage a job automation framework with built-in recovery.,Databricks Workflows are built for recovery.,automatic
R-04-04,05 - Reliability,Test recovery procedures,Configure a disaster recovery pattern,,"Databricks is often a core part of an overall data ecosystem that includes many services, including upstream data ingestion services (batch/streaming), cloud-native storage, downstream tools and services such as business intelligence apps, and orchestration tooling. Some of your use cases might be particularly sensitive to a regional service-wide outage.

Disaster recovery involves a set of policies, tools, and procedures that enable the recovery or continuation of vital technology infrastructure and systems following a natural or human-induced disaster. A large cloud service like Azure, AWS, or GCP serves many customers and has built-in guards against a single failure. For example, a region is a group of buildings connected to different power sources to guarantee that a single power loss will not shut down a region. However, cloud region failures can happen, and the degree of disruption and its impact on your organization can vary.

Essential parts of a disaster recovery strategy are selecting a strategy (active/active or active/passive), selecting the right toolset, and testing both failover and restore. 

AWS | Azure | GCP",waf_controls_r,80,Percentage of applicable resources that satisfy: Configure a disaster recovery pattern.,"Databricks is often a core part of an overall data ecosystem that includes many services, including upstream data ingestion services (batch/streaming), cloud-native storage, downstream tools and services such as business intelligence apps, and orchestration tooling.",automatic
R-05-01,05 - Reliability,Monitor platform events,Monitor data platform events,,Monitor Data platform and ML events,waf_controls_r,80,Percentage of applicable resources that satisfy: Monitor data platform events.,Monitor Data platform and ML events,automatic
R-05-02,05 - Reliability,Monitor platform events,Monitor cloud events,,Monitor events on your cloud provider,waf_controls_r,80,Percentage of applicable resources that satisfy: Monitor cloud events.,Monitor events on your cloud provider,automatic
R-EX01-01,05 - Reliability,Resilience engineering (extended),Conduct Failure Mode Analysis (FMA) for tier-1 workloads,Documentation; Job tags; Workload runbooks,"Before a tier-1 workload reaches production, the team should map every component (source, ingestion, transformation, serving) and identify failure modes: source schema drift, autoloader checkpoint corruption, cluster preemption, model drift, dependency upgrade. Each failure mode needs a documented mitigation. Without FMA, recovery is reactive.",,,Do tier-1 workloads have a documented Failure Mode Analysis with mitigation per failure mode? (yes/partial/no),"Use an FMA template per tier-1 workload. Capture failure modes, likelihood, impact, and mitigation. Review FMA before each major release. Reference the FMA from the workload runbook.",qualitative
R-EX01-02,05 - Reliability,Resilience engineering (extended),Test disaster recovery and resiliency regularly (chaos drills),DR runbook; Job tags; Test cluster policies,"Disaster recovery patterns (R-04-04) only protect against catastrophe if they are tested. Schedule recurring drills: kill a streaming query, corrupt a checkpoint, simulate region failure, restart a serving endpoint, force schema drift in a test source. Without drills, the recovery procedures are unproven.",,,"Have DR/chaos drills been executed for tier-1 workloads in the last 12 months, with results documented? (yes/partial/no)",Schedule quarterly DR drills for tier-1 workloads. Document drill outcomes in the runbook. Add a last_dr_test_date tag and surface workloads where it is stale.,qualitative
PE-01-01,06 - Performance efficiency,Utilize serverless capabilities,Use serverless architecture,Databricks Serverless Compute,"With the serverless compute on the Databricks Data Intelligence Platform, the compute layer runs in the customer’s Databricks account. Workspace admins can create serverless SQL warehouses that enable instant compute and are managed by Databricks. A serverless SQL warehouse uses compute clusters hosted in the Databricks customer account. Use them with Databricks SQL queries just like you usually would with the original Databricks SQL warehouses. Serverless compute comes with a very fast starting time for SQL warehouses (10s and below), and the infrastructure is managed by Databricks.

This leads to improved productivity:

Cloud administrators no longer have to manage complex cloud environments, for example by adjusting quotas, creating and maintaining networking assets, and joining billing sources.

Users benefit from near-zero waiting times for cluster start and improved concurrency on their queries.

Cloud administrators can refocus their time on higher-value projects instead of managing low-level cloud components. 

AWS | Azure | GCP",waf_controls_p,50,% of compute usage running on serverless SKUs.,"Drive more workloads onto serverless compute for faster startup and better efficiency.
- Serverless SQL warehouses: https://docs.databricks.com/aws/en/admin/sql/serverless
- Serverless pipelines: https://docs.databricks.com/aws/en/ldp/serverless
- Start with interactive BI + scheduled queries; then expand to eligible ETL.",automatic
PE-01-02,06 - Performance efficiency,Utilize serverless capabilities,Use an enterprise grade model serving service,Databricks Model Serving,"Databricks Model Serving provides a unified interface to deploy, govern, and query AI models. Each model you serve is available as a REST API that you can integrate into your web or client application.

Model Serving provides a highly available and low-latency service for deploying models. The service automatically scales up or down to meet demand changes, saving infrastructure costs while optimizing latency performance. This functionality uses serverless compute. 

AWS | Azure | GCP",waf_controls_p,100,Enterprise-grade real-time inference usage present (checks sku_name contains SERVERLESS_REAL_TIME_INFERENCE).,"Adopt Mosaic AI Model Serving (including serverless real-time inference SKUs) for enterprise inference.
- Model Serving overview: https://docs.databricks.com/aws/en/machine-learning/model-serving/
- Use route-optimized endpoints and autoscaling to meet latency/SLA targets.
- Monitor serving costs via system tables: https://docs.databricks.com/aws/en/admin/system-tables/model-serving-cost",automatic
PE-02-01,06 - Performance efficiency,Design workloads for performance,Understand your data ingestion and access patterns,,"From a performance perspective, data access patterns - such as “aggregations versus point access” or “scan versus search” - behave differently depending on the data size. Large files are more efficient for scan queries and smaller files better for search since you have to read fewer data to find the specific row(s).

For ingestion patterns, it’s common to use DML statements. DML statements are most performant when the data is clustered, and you can simply isolate the section of data. Keeping the data clustered and isolatable on ingestion is important: Consider keeping a natural time sort order and apply as many filters as possible to the ingest target table. For append-only and overwrite ingestion workloads, there isn't much to consider, as this is a relatively cheap operation.

The ingestion and access patterns often point to an obvious data layout and clustering. If they do not, decide what is more important to your business and skew toward how to solve that goal better. 

AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Understand your data ingestion and access patterns.,"From a performance perspective, data access patterns - such as “aggregations versus point access” or “scan versus search” - behave differently depending on the data size.",automatic
PE-02-02,06 - Performance efficiency,Design workloads for performance,Use parallel computation where it is beneficial,Apache Spark,"Time to value is an important dimension when working with data. While many use cases can be easily implemented on a single machine (small data, few and simple computation steps), often use cases come up that:

Need to process large data sets.

Have long running times due to complicated algorithms.

Must be repeated 100s and 1000s of times.

The cluster environment of the Databricks platform is a great environment to distribute these workloads efficiently. It automatically parallelism SQL queries across all nodes of a cluster and it provides libraries for Python and Scala to do the same. Under the hood, the engines Apache Spark and Photon analyze the queries, determine the optimal way of parallel execution, and manage the distributed execution in a resilient way.
Here are some parallel procesing capabilities in databricks that works with apache sparrk

AWS | Azure | GCP
AWS | Azure | GCP
AWS | Azure | GCP
MLlib
AWS | Azure | GCP
AWS | Azure | GCP",waf_controls_p,80,% of clusters with more than 1 worker (parallel compute).,"Refactor workloads to exploit parallelism: partitioning, parallel reads/writes, and adequate worker counts.
- Use compute autoscaling where appropriate: https://docs.databricks.com/aws/en/compute/configure
- Avoid single-node clusters for distributed ETL unless it’s intentionally small.
- Benchmark and right-size using job metrics and query history.",automatic
PE-02-03,06 - Performance efficiency,Design workloads for performance,Analyze the whole chain of execution,Workflows; Unity Catalog,"Most pipelines or consumption patterns use a chain of systems. For example, for BI tools the performance is impacted by several factors:
The BI tool itself.
The connector that connects the BI tool and the SQL engine.
The SQL engine where the BI tool sends the query.
For best-in-class performance, the whole chain needs to be taken into account and selected/tuned for best performance. 

AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Analyze the whole chain of execution.,Most pipelines or consumption patterns use a chain of systems.,automatic
PE-02-04,06 - Performance efficiency,Design workloads for performance,Prefer larger clusters,Databricks Cluster Configuration,"Plan for larger clusters, especially when the workload scales linearly. In that case, it is not more expensive to use a large cluster for a workload than to use a smaller one. It’s just faster. The key is that you're renting the cluster for the length of the workload. So, if you spin up two worker clusters and it takes an hour, you're paying for those workers for the full hour. Similarly, if you spin up a four-worker cluster and it takes only half an hour (here comes the linear scalability into play), the costs are the same. If costs are the primary driver with a very flexible SLA, an autoscaling cluster is almost always going to be the cheapest but not necessarily the fastest.",waf_controls_p,50,% of clusters considered 'large' by worker count thresholds in query (scale up).,"Right-size compute for heavy workloads (scale up/out) and avoid chronic under-provisioning.
- Compute configuration (workers, autoscaling): https://docs.databricks.com/aws/en/compute/configure
- Use workload-specific policy families (ETL-large, BI-large) and enforce minimums.
- Track saturation symptoms (spill, long GC, queueing) and iterate.",automatic
PE-02-05,06 - Performance efficiency,Design workloads for performance,Use native Spark operations,Apache Spark,"User Defined Functions (UDFs) are a great way to extend the functionality of Spark SQL. However, don’t use Python or Scala UDFs if a native function exists:
Spark SQL
PySpark

Reasons:
To transfer data between Python and Spark, serialization is needed. This drastically slows down queries.
Higher efforts for implementing and testing functionality already existing in the platform.

If native functions are missing and should be implemented as Python UDFs, use Pandas UDFs. Apache Arrow ensures data moves efficiently back and forth between Spark and Python.

AWS | Azure | GCP
Apache Arrow",waf_controls_p,100,Score = 100 if no Python UDFs found in information_schema.routines; 0 if any Python UDFs exist.,"Migrate Python UDFs to native Spark SQL functions or Spark DataFrame operations.
- Use Spark SQL built-in functions wherever possible: https://spark.apache.org/docs/latest/api/sql/
- Where UDFs are necessary, prefer pandas UDFs (vectorized) over row-based Python UDFs.
- Review existing Python UDFs: SELECT routine_catalog, routine_schema, routine_name FROM system.information_schema.routines WHERE external_language = 'Python'",automatic
PE-02-06,06 - Performance efficiency,Design workloads for performance,Use native platform engines,Photon,"Photon is the engine on Databricks that provides fast query performance at low cost – from data ingestion, ETL, streaming, data science, and interactive queries – directly on your data lake. Photon is compatible with Apache Spark APIs, so getting started is as easy as turning it on – no code changes and no lock-in.

Photon is part of a high-performance runtime that runs your existing SQL and DataFrame API calls faster and reduces your total cost per workload. Photon is used by default in Databricks SQL warehouses. 
Photon is available by default for all Databricks SQL Warehouse Types

AWS | Azure | GCP",waf_controls_p,80,% of compute usage with Photon enabled.,"Enable Photon broadly for eligible workloads to improve performance efficiency.
- Photon overview and enablement: https://docs.databricks.com/aws/en/compute/photon
- Validate with representative ETL/SQL jobs; monitor runtime/DBU changes.",automatic
PE-02-07,06 - Performance efficiency,Design workloads for performance,Understand your hardware and workload type,Databricks Cluster Configuration,"Not all cloud VMs are created equally. The different families of machines offered by cloud providers are all different enough to matter. There are obvious differences - RAM and cores - and more subtle differences - processor type and generation, network bandwidth guarantees, and local high-speed storage versus local disk versus remote disk. There are also differences in the “spot” markets. These should be understood before deciding on the best VM type for your workload. 

AWS | Azure | GCP

Please note - Serverless compute manages clusters automatically, so this is not needed for serverless compute.",waf_controls_p,50,% of active interactive clusters (cluster_source IN API/UI) that have a cluster policy attached.,"Attach cluster policies to interactive clusters to enforce hardware selection and workload guidelines.
- Cluster policy overview: https://docs.databricks.com/aws/en/compute/clusters-manage#cluster-policy
- Create policies per workload type (ETL, BI, ML) with appropriate instance families and sizes.
- Policies help ensure appropriate hardware is selected for each workload type.",automatic
PE-02-08,06 - Performance efficiency,Design workloads for performance,Use caching,Databricks Cluster Configuration,"There are two types of caching available in Databricks: Delta caching and Spark caching. 
Use Disk Cache and Avoid Spark Caching
AWS | Azure | GCP
Spark performance tuning

Additional Cache Types: 
Query Result Cache - AWS | Azure | GCP 
Databricks SQL UI caching - AWS | Azure | GCP  
Prewarm Delta cache for BI workloads

Prewarm clusters (Serverless compute manages clusters automatically, so this is not needed for serverless compute.)
AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Use caching.,There are two types of caching available in Databricks: Delta caching and Spark caching.,automatic
PE-02-09,06 - Performance efficiency,Design workloads for performance,Use compaction,Optimize with ZOrder,"Delta Lake on Databricks can improve the speed of reading queries from a table. One way to improve this speed is to coalesce small files into larger ones. You trigger compaction by running the OPTIMIZE command. See Compact data files with optimize on Delta Lake.

You can also compact small files automatically using Auto Optimize. See Consider file size tuning. 

AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Use compaction.,Delta Lake on Databricks can improve the speed of reading queries from a table.,automatic
PE-02-10,06 - Performance efficiency,Design workloads for performance,Use data skipping,Optimize with ZOrder,"Data skipping: To achieve this, data skipping information is collected automatically when you write data into a Delta table (by default Delta Lake on Databricks collects statistics on the first 32 columns defined in your table schema). Delta Lake on Databricks takes advantage of this information (minimum and maximum values) at query time to provide faster queries. See Data skipping for Delta Lake.

For best results, apply Z-ordering, a technique to collocate related information in the same set of files. This co-locality is automatically used on Databricks by Delta Lake data-skipping algorithms. This behavior dramatically reduces the amount of data Delta Lake on Databricks needs to read.

Dynamic file pruning: Dynamic file pruning (DFP) can significantly improve the performance of many queries on Delta tables. DFP is especially efficient for non-partitioned tables or joins on non-partitioned columns. 
AWS | Azure | GCP
AWS | Azure | GCP
AWS | Azure | GCP
Delta Lake liquid clustering replaces table partitioning and ZORDER to simplify data layout decisions and optimize query performance. Liquid clustering provides flexibility to redefine clustering keys without rewriting existing data, allowing data layout to evolve alongside analytic needs over time.

AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Use data skipping.,"Data skipping: To achieve this, data skipping information is collected automatically when you write data into a Delta table (by default Delta Lake on Databricks collects statistics on the first 32 columns defined in your table schema).",automatic
PE-02-11,06 - Performance efficiency,Design workloads for performance,Enable Predictive Optimization on your metastore,Predictive Optimization,"Predictive optimization removes the need to manually manage maintenance operations for Delta tables on Databricks.

With predictive optimization enabled, Databricks automatically identifies tables that would benefit from maintenance operations and runs them for the user. Maintenance operations are only run as necessary, eliminating both unnecessary runs for maintenance operations and the burden associated with tracking and troubleshooting performance.

AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Enable Predictive Optimization on your metastore.,Predictive optimization removes the need to manually manage maintenance operations for Delta tables on Databricks.,automatic
PE-02-12,06 - Performance efficiency,Design workloads for performance,Avoid over-partitioning,Partitioning,"In the past, partitioning was the most common way to skip data. However, partitioning is static and manifests as a file system hierarchy. There is no easy way to change partitions if the access patterns change over time. Often, partitioning leads to over-partitioning - in other words, too many partitions with too small files, which results in bad query performance. See Partitions.

In the meantime, a much better choice than partitioning is Z-ordering.
AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Avoid over-partitioning.,"In the past, partitioning was the most common way to skip data.",automatic
PE-02-14,06 - Performance efficiency,Design workloads for performance,Consider file size tuning,Auto Optimize,"The term auto optimize is sometimes used to describe functionality controlled by the settings delta.autoCompact and delta.optimizeWrite. This term has been retired in favor of describing each setting individually. See Configure Delta Lake to control data file size.

Auto Optimize is particularly useful in the following scenarios:
Streaming use cases where latency in the order of minutes is acceptable.
MERGE INTO is the preferred method of writing into Delta Lake.
CREATE TABLE AS SELECT or INSERT INTO are commonly used operations. 

AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Consider file size tuning.,The term auto optimize is sometimes used to describe functionality controlled by the settings delta.autoCompact and delta.optimizeWrite.,automatic
PE-02-15,06 - Performance efficiency,Design workloads for performance,Optimize join performance,Databricks Adaptive Query Execution,"A range join occurs when two relations are joined using a point in interval or interval overlap condition. The range join optimization support in Databricks Runtime can bring orders of magnitude improvement in query performance but requires careful manual tuning 

AWS | Azure | GCP

Data skew is a condition in which a table’s data is unevenly distributed among partitions in the cluster. Data skew can severely downgrade the performance of queries, especially those with joins. Joins between big tables require shuffling data, and the skew can lead to an extreme imbalance of work in the cluster. 
AWS | Azure | GCP
AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Optimize join performance.,A range join occurs when two relations are joined using a point in interval or interval overlap condition.,automatic
PE-02-16,06 - Performance efficiency,Design workloads for performance,Run analyze table to collect table statistics,Analyze Table,"Run analyze table to collect statistics on the entire table for the query plan
This information is persisted in the metastore and helps the query optimizer by:

Choosing the proper join type.
Selecting the correct build side in a hash-join.
Calibrating the join order in a multi-way join.

It should be run alongside OPTIMIZE on a daily basis and is recommended on tables < 5TB. The only caveat is that analyze table is not incremental.
AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Run analyze table to collect table statistics.,"Run analyze table to collect statistics on the entire table for the query plan
This information is persisted in the metastore and helps the query optimizer by:

Choosing the proper join type.",automatic
PE-03-01,06 - Performance efficiency,Run performance testing,Test on data representative of production data,,"Run performance testing on production data (read-only) or similar data. When using similar data, characteristics like volume, file layout, and data skews should be like production data, since this has a significant impact on performance.",waf_controls_p,80,Percentage of applicable resources that satisfy: Test on data representative of production data.,Run performance testing on production data (read-only) or similar data.,automatic
PE-03-02,06 - Performance efficiency,Run performance testing,Take prewarming of resources into account,Databricks Pools,"Take prewarming of resources into account
The first query on a new cluster is slower than all the others:

In general, cluster resources need to initialize on multiple layers.

When caching is part of the setup, the first run ensures that the data is in the cache, which speeds up subsequent jobs.

Prewarming resources - running specific queries for the sake of initializing resources and filling caches (for example, after a cluster restart) - can significantly increase the performance of the first queries. So, to understand the behavior for the different scenarios, test the performance of the first execution (with and without prewarming) and subsequent executions.

AWS | Azure | GCP",waf_controls_p,80,Percentage of applicable resources that satisfy: Take prewarming of resources into account.,"Take prewarming of resources into account
The first query on a new cluster is slower than all the others:

In general, cluster resources need to initialize on multiple layers.",automatic
PE-03-03,06 - Performance efficiency,Run performance testing,Identify bottlenecks,,Bottlenecks are areas in your workload that might worsen the overall performance when the load in production increases. Identifying these at design time and testing against higher workloads will help to keep the workloads stable in production.,waf_controls_p,80,Percentage of applicable resources that satisfy: Identify bottlenecks.,Bottlenecks are areas in your workload that might worsen the overall performance when the load in production increases.,automatic
PE-04-01,06 - Performance efficiency,Monitor performance,Monitor query performanance,,"Query Profile: Utilize the query profile feature to troubleshoot performance bottlenecks during a query's execution. It provides visualization of each query task and related metrics such as time spent, number of rows processed, and memory consumption

SQL Warehouse Monitoring: Monitor SQL warehouses by viewing live statistics, peak query count charts, running clusters charts, and query history table",waf_controls_p,80,Percentage of applicable resources that satisfy: Monitor query performanance.,Query Profile: Utilize the query profile feature to troubleshoot performance bottlenecks during a query's execution.,automatic
PE-04-02,06 - Performance efficiency,Monitor performance,Monitor streaming workloads,,"Structured Streaming Monitoring: For streaming queries, use the built-in monitoring in the Spark UI under the Streaming tab or push metrics to external services using Apache Spark’s Streaming Query Listener interfac",waf_controls_p,80,Percentage of applicable resources that satisfy: Monitor streaming workloads.,"Structured Streaming Monitoring: For streaming queries, use the built-in monitoring in the Spark UI under the Streaming tab or push metrics to external services using Apache Spark’s Streaming Query Listener interfac",automatic
PE-04-03,06 - Performance efficiency,Monitor performance,Monitor job performance,,"View and manage job runs through the Databricks UI, which provides details on job output, logs, metrics, and the success or failure of each task in the job run",waf_controls_p,80,Percentage of applicable resources that satisfy: Monitor job performance.,"View and manage job runs through the Databricks UI, which provides details on job output, logs, metrics, and the success or failure of each task in the job run",automatic
CO-01-01,07 - Cost Optimization,Choose optimal resources,Use performance optimized data formats,Delta Lake,"Delta Lake is an open-source storage layer that enhances data lakes by providing ACID transactions, scalable metadata handling, and schema enforcement, primarily built on Apache Spark and Parquet. It supports a lakehouse architecture, allowing integration with various compute engines and programming languages. Delta Lake offers significant performance optimizations such as data skipping, indexing, and file management techniques like compaction and Z-Ordering. Additionally, it includes features like time travel for data versioning and Delta Live Tables for managing batch and streaming data pipelines efficiently. These capabilities make Delta Lake suitable for handling large-scale, transactional workloads and real-time analytics, ensuring data integrity and consistency across diverse data management scenarios
Blog",waf_controls_c,80,% of UC tables that are MANAGED vs EXTERNAL (managed percentage).,"Prefer managed tables where practical to reduce operational overhead and improve governance.
- For externally-managed locations, still use UC external locations + governed access.
- Convert legacy/external patterns selectively (start with shared ‘gold’ tables).
- Use system metadata to track progress: https://docs.databricks.com/aws/en/admin/system-tables/",automatic
CO-01-02,07 - Cost Optimization,Choose optimal resources,Use job clusters,Databricks Workflows,"A job is a way to run non-interactive code in a Databricks cluster. For example, you can run an extract, transform, and load (ETL) workload interactively or on a schedule. Of course, you can also run jobs interactively in the notebook UI. However, on job clusters, the non-interactive workloads will cost significantly less than on all-purpose clusters.
An additional advantage is that every job or workflow runs on a new cluster, isolating workloads from one another.

AWS | Azure | GCP
Pricing",waf_controls_c,80,Percentage of applicable resources that satisfy: Use job clusters.,A job is a way to run non-interactive code in a Databricks cluster.,automatic
CO-01-03,07 - Cost Optimization,Choose optimal resources,Use SQL warehouse for SQL workloads,Databricks Serverless SQL,"For interactive SQL workloads, a Databricks SQL warehouse is the most cost-efficient engine 

AWS | Azure | GCP",waf_controls_c,50,% of compute usage attributed to SQL warehouses (sql_compute / total_compute from system.billing.usage).,"Route SQL/BI workloads to SQL Warehouses (serverless where available) and keep notebook clusters for engineering/DS.
- Warehouse types and guidance: https://docs.databricks.com/aws/en/compute/sql-warehouse/warehouse-types
- Serverless SQL warehouse enablement: https://docs.databricks.com/aws/en/admin/sql/serverless
- Review queries in query history and migrate scheduled SQL jobs/dashboards to warehouses.",automatic
CO-01-04,07 - Cost Optimization,Choose optimal resources,Use up-to-date runtimes for your workloads,Databricks Cluster Configuration,"The Databricks platform provides different runtimes that are optimized for data engineering tasks (Databricks Runtime) or for Machine Learning (Databricks Runtime for Machine Learning). The runtimes are built to provide the best selection of libraries for the tasks and ensure that all provided libraries are up-to-date and work together optimally. Databricks Runtime is released on a regular cadence and offers performance improvements between major releases. These improvements in performance often lead to cost savings due to more efficient usage of cluster resources.

AWS | Azure | GCP",waf_controls_c,80,% of clusters using an up-to-date Databricks Runtime version (regex-based) from system.compute.clusters at usage time.,"Enforce runtime currency (DBR upgrades) using compute policies and upgrade playbooks.
- Create/attach compute policies: https://docs.databricks.com/aws/en/admin/clusters/policies
- Policy attribute reference (to restrict/require DBR): https://docs.databricks.com/aws/en/admin/clusters/policy-definition
- Set an org standard (e.g., ‘latest LTS or newer’) and automate compliance reporting.",automatic
